Valoare,Data,Ora,Locatie
Calitatea aerului: 64 -   Excelent!,5/10/2025,17:04:22,Sala PC 114
Calitatea aerului: 66 -   Excelent!,5/15/2025,17:04:53,Sala PC 114
Calitatea aerului: 66 -   Excelent!,5/15/2025,17:05:23,Sala PC 114
Calitatea aerului: 53 -   Excelent!,5/15/2025,17:05:53,Sala PC 114
Calitatea aerului: 53 -   Excelent!,5/15/2025,17:06:24,Sala PC 114
Calitatea aerului: 53 -   Excelent!,5/15/2025,17:06:54,Sala PC 114
Calitatea aerului: 40 -   Excelent!,5/15/2025,17:07:26,Sala PC 114
Calitatea aerului: 66 -   Excelent!,5/15/2025,17:07:56,Sala PC 114
Calitatea aerului: 42 -   Excelent!,5/15/2025,17:08:26,Sala PC 114
Calitatea aerului: 58 -   Excelent!,5/15/2025,17:08:56,Sala PC 114
Calitatea aerului: 42 -   Excelent!,5/15/2025,17:09:26,Sala PC 114
Calitatea aerului: 58 -   Excelent!,5/15/2025,17:09:56,Sala PC 114
Calitatea aerului: 66 -   Excelent!,5/15/2025,17:10:28,Sala PC 114
Calitatea aerului: 41 -   Excelent!,5/15/2025,17:10:59,Sala PC 114
Calitatea aerului: 64 -   Excelent!,5/15/2025,17:11:29,Sala PC 114
Calitatea aerului: 45 -   Excelent!,5/15/2025,17:11:59,Sala PC 114
Calitatea aerului: 66 -   Excelent!,5/15/2025,17:12:29,Sala PC 114
Calitatea aerului: 45 -   Excelent!,5/15/2025,17:12:59,Sala PC 114
Calitatea aerului: 41 -   Excelent!,5/15/2025,17:13:29,Sala PC 114
Calitatea aerului: 64 -   Excelent!,5/15/2025,17:14:00,Sala PC 114
Calitatea aerului: 45 -   Excelent!,5/15/2025,17:14:30,Sala PC 114
Calitatea aerului: 66 -   Excelent!,5/15/2025,17:15:00,Sala PC 114
Calitatea aerului: 40 -   Excelent!,5/15/2025,17:15:30,Sala PC 114
Calitatea aerului: 55 -   Excelent!,5/15/2025,17:16:01,Sala PC 114
Calitatea aerului: 42 -   Excelent!,5/15/2025,17:16:31,Sala PC 114
Calitatea aerului: 53 -   Excelent!,5/15/2025,17:17:01,Sala PC 114
Calitatea aerului: 42 -   Excelent!,5/15/2025,17:17:31,Sala PC 114
Calitatea aerului: 42 -   Excelent!,5/15/2025,17:18:01,Sala PC 114
Calitatea aerului: 53 -   Excelent!,5/15/2025,17:18:31,Sala PC 114
Calitatea aerului: 66 -   Excelent!,5/15/2025,17:19:02,Sala PC 114
Calitatea aerului: 50 -   Excelent!,5/15/2025,17:19:32,Sala PC 114
Calitatea aerului: 53 -   Excelent!,5/18/2025,17:20:02,Sala PC 114
Calitatea aerului: 42 -   Excelent!,5/18/2025,17:20:32,Sala PC 114
Calitatea aerului: 45 -   Excelent!,5/18/2025,17:21:02,Sala PC 114
Calitatea aerului: 40 -   Excelent!,5/18/2025,17:21:32,Sala PC 114
Calitatea aerului: 45 -   Excelent!,5/18/2025,17:22:03,Sala PC 114
Calitatea aerului: 33 -   Excelent!,5/18/2025,17:22:33,Sala PC 114
Calitatea aerului: 53 -   Excelent!,5/18/2025,17:23:03,Sala PC 114
Calitatea aerului: 58 -   Excelent!,5/18/2025,17:23:33,Sala PC 114
Calitatea aerului: 66 -   Excelent!,5/18/2025,17:24:04,Sala PC 114
Calitatea aerului: 58 -   Excelent!,5/18/2025,17:24:34,Sala PC 114
Calitatea aerului: 66 -   Excelent!,5/18/2025,17:25:04,Sala PC 114
Calitatea aerului: 66 -   Excelent!,5/18/2025,17:25:35,Sala PC 114
Calitatea aerului: 58 -   Excelent!,5/19/2025,17:26:05,Sala PC 114
Calitatea aerului: 53 -   Excelent!,5/19/2025,17:26:35,Sala PC 114
Calitatea aerului: 66 -   Excelent!,5/19/2025,17:27:05,Sala PC 114
Calitatea aerului: 33 -   Excelent!,5/19/2025,17:27:35,Sala PC 114
Calitatea aerului: 45 -   Excelent!,5/19/2025,17:28:05,Sala PC 114
Calitatea aerului: 53 -   Excelent!,5/19/2025,17:28:35,Sala PC 114
Calitatea aerului: 40 -   Excelent!,5/19/2025,17:29:06,Sala PC 114
Calitatea aerului: 64 -   Excelent!,5/19/2025,17:29:36,Sala PC 114
Calitatea aerului: 42 -   Excelent!,5/19/2025,17:30:06,Sala PC 114
Calitatea aerului: 34 -   Excelent!,5/19/2025,17:30:36,Sala PC 114
Calitatea aerului: 40 -   Excelent!,5/19/2025,17:31:06,Sala PC 114
Calitatea aerului: 41 -   Excelent!,5/19/2025,17:31:36,Sala PC 114
Calitatea aerului: 53 -   Excelent!,5/19/2025,17:32:07,Sala PC 114
Calitatea aerului: 64 -   Excelent!,5/19/2025,17:32:37,Sala PC 114
Calitatea aerului: 34 -   Excelent!,5/19/2025,17:33:07,Sala PC 114
Calitatea aerului: 64 -   Excelent!,5/19/2025,17:33:39,Sala PC 114
Calitatea aerului: 41 -   Excelent!,5/19/2025,17:34:09,Sala PC 114
Calitatea aerului: 64 -   Excelent!,5/19/2025,17:34:39,Sala PC 114
Calitatea aerului: 64 -   Excelent!,5/19/2025,17:35:09,Sala PC 114
Calitatea aerului: 33 -   Excelent!,5/19/2025,17:35:40,Sala PC 114
Calitatea aerului: 53 -   Excelent!,5/19/2025,17:36:10,Sala PC 114
Calitatea aerului: 40 -   Excelent!,5/19/2025,17:36:40,Sala PC 114
Calitatea aerului: 54 -   Excelent!,5/19/2025,17:37:10,Sala PC 114
Calitatea aerului: 50 -   Excelent!,5/19/2025,17:37:41,Sala PC 114
Calitatea aerului: 45 -   Excelent!,5/19/2025,17:38:11,Sala PC 114
Calitatea aerului: 42 -   Excelent!,5/19/2025,17:38:41,Sala PC 114
Calitatea aerului: 23 -   Excelent!,5/19/2025,19:49:04,City Mall
Calitatea aerului: 21 -   Excelent!,5/19/2025,19:49:37,City Mall
Calitatea aerului: 21 -   Excelent!,5/19/2025,19:50:07,City Mall
Calitatea aerului: 58 -   Excelent!,5/19/2025,19:50:37,City Mall
Calitatea aerului: 166 -   Excelent!,5/19/2025,19:07:35,Faleza Cazinoului
Calitatea aerului: 169 -   Excelent!,5/19/2025,19:08:36,Faleza Cazinoului
Calitatea aerului: 117 -   Excelent!,5/19/2025,19:09:36,Faleza Cazinoului
Calitatea aerului: 111 -   Excelent!,5/19/2025,19:10:36,Faleza Cazinoului
Calitatea aerului: 95 -   Excelent!,5/19/2025,19:11:36,Faleza Cazinoului
Calitatea aerului: 105 -   Excelent!,5/19/2025,19:12:37,Faleza Cazinoului
Calitatea aerului: 18 -   Excelent!,5/19/2025,19:26:16,Casa de cultura
Calitatea aerului: 22 -   Excelent!,5/19/2025,19:27:17,Casa de cultura
Calitatea aerului: 45 -   Excelent!,5/19/2025,19:28:17,Casa de cultura
Calitatea aerului: 18 -   Excelent!,5/19/2025,19:29:17,Casa de cultura
Calitatea aerului: 18 -   Excelent!,5/19/2025,19:30:17,Casa de cultura
Calitatea aerului: 18 -   Excelent!,5/19/2025,19:31:18,Casa de cultura
Calitatea aerului: 74 -   Excelent!,5/19/2025,12:15:42,City Mall
Calitatea aerului: 75 -   Excelent!,5/19/2025,12:16:43,City Mall
Calitatea aerului: 79 -   Excelent!,5/19/2025,12:17:43,City Mall
Calitatea aerului: 75 -   Excelent!,5/19/2025,12:18:44,City Mall
Calitatea aerului: 61 -   Excelent!,5/19/2025,12:19:44,City Mall
Calitatea aerului: 75 -   Excelent!,5/19/2025,12:20:44,City Mall
Calitatea aerului: 66 -   Excelent!,5/19/2025,12:45:56,City Mall
Calitatea aerului: 52 -   Excelent!,5/19/2025,12:46:57,City Mall
Calitatea aerului: 54 -   Excelent!,5/19/2025,12:47:58,City Mall
Calitatea aerului: 64 -   Excelent!,5/19/2025,12:48:58,City Mall
Calitatea aerului: 50 -   Excelent!,5/19/2025,12:49:58,City Mall
Calitatea aerului: 61 -   Excelent!,5/19/2025,12:50:58,City Mall
Calitatea aerului: 207 -   Bun!,5/19/2025,20:09:17,Casa de cultura
Calitatea aerului: 197 -   Bun!,5/19/2025,20:10:21,Casa de cultura
Calitatea aerului: 146 -   Excelent!,5/19/2025,20:11:21,Casa de cultura
Calitatea aerului: 114 -   Excelent!,5/19/2025,20:12:22,Casa de cultura
Calitatea aerului: 140 -   Excelent!,5/19/2025,20:13:22,Casa de cultura
Calitatea aerului: 86 -   Excelent!,5/19/2025,20:14:22,Casa de cultura
Calitatea aerului: 85 -   Excelent!,5/19/2025,18:09:59,City Mall
Calitatea aerului: 91 -   Excelent!,5/19/2025,18:11:00,City Mall
Calitatea aerului: 62 -   Excelent!,5/19/2025,18:12:00,City Mall
Calitatea aerului: 69 -   Excelent!,5/19/2025,18:13:00,City Mall
Calitatea aerului: 77 -   Excelent!,5/19/2025,18:14:00,City Mall
Calitatea aerului: 108 -   Excelent!,5/19/2025,18:15:00,City Mall
Calitatea aerului: 50 -   Excelent!,5/19/2025,18:51:44,Cet
Calitatea aerului: 50 -   Excelent!,5/19/2025,18:52:45,Cet
Calitatea aerului: 77 -   Excelent!,5/19/2025,18:53:45,Cet
Calitatea aerului: 50 -   Excelent!,5/19/2025,18:54:45,Cet
Calitatea aerului: 56 -   Excelent!,5/19/2025,18:55:45,Cet
Calitatea aerului: 76 -   Excelent!,5/19/2025,18:56:46,Cet
Calitatea aerului: 100 -   Excelent!,5/19/2025,19:34:48,Faleza Cazinoului
Calitatea aerului: 89 -   Excelent!,5/19/2025,19:35:50,Faleza Cazinoului
Calitatea aerului: 89 -   Excelent!,5/19/2025,19:36:50,Faleza Cazinoului
Calitatea aerului: 54 -   Excelent!,5/19/2025,19:37:50,Faleza Cazinoului
Calitatea aerului: 100 -   Excelent!,5/19/2025,19:38:51,Faleza Cazinoului
Calitatea aerului: 73 -   Excelent!,5/19/2025,19:39:51,Faleza Cazinoului
Calitatea aerului: 57 -   Excelent!,5/19/2025,19:28:09,Casa de cultura
Calitatea aerului: 57 -   Excelent!,5/19/2025,19:29:09,Casa de cultura
Calitatea aerului: 91 -   Excelent!,5/19/2025,19:46:51,Casa de cultura
Calitatea aerului: 75 -   Excelent!,5/19/2025,19:47:51,Casa de cultura
Calitatea aerului: 73 -   Excelent!,5/19/2025,19:48:52,Casa de cultura
Calitatea aerului: 50 -   Excelent!,5/19/2025,19:49:52,Casa de cultura
Calitatea aerului: 73 -   Excelent!,5/19/2025,19:50:52,Faleza Cazinoului
Calitatea aerului: 76 -   Excelent!,5/19/2025,19:51:52,Faleza Cazinoului
Calitatea aerului: 97 -   Excelent!,5/19/2025,20:06:56,Faleza Cazinoului
Calitatea aerului: 96 -   Excelent!,5/19/2025,20:07:57,Faleza Cazinoului
Calitatea aerului: 48 -   Excelent!,5/19/2025,20:08:58,Faleza Cazinoului
Calitatea aerului: 50 -   Excelent!,5/19/2025,20:09:58,Faleza Cazinoului
Calitatea aerului: 50 -   Excelent!,5/19/2025,20:10:58,Faleza Cazinoului
Calitatea aerului: 69 -   Excelent!,5/19/2025,20:11:58,Faleza Cazinoului
Calitatea aerului: 57 -   Excelent!,5/19/2025,19:28:09,Casa de cultura
Calitatea aerului: 57 -   Excelent!,5/19/2025,19:29:09,Casa de cultura
Calitatea aerului: 91 -   Excelent!,5/19/2025,19:46:51,Casa de cultura
Calitatea aerului: 75 -   Excelent!,5/19/2025,19:47:51,Casa de cultura
Calitatea aerului: 73 -   Excelent!,5/19/2025,19:48:52,Casa de cultura
Calitatea aerului: 50 -   Excelent!,5/19/2025,19:49:52,Casa de cultura
Calitatea aerului: 73 -   Excelent!,5/19/2025,19:50:52,Faleza Cazinoului
Calitatea aerului: 76 -   Excelent!,5/19/2025,19:51:52,Faleza Cazinoului
Calitatea aerului: 97 -   Excelent!,5/19/2025,20:06:56,Faleza Cazinoului
Calitatea aerului: 96 -   Excelent!,5/19/2025,20:07:57,Faleza Cazinoului
Calitatea aerului: 48 -   Excelent!,5/19/2025,20:08:58,Faleza Cazinoului
Calitatea aerului: 50 -   Excelent!,5/19/2025,20:09:58,Faleza Cazinoului
Calitatea aerului: 50 -   Excelent!,5/19/2025,20:10:58,Faleza Cazinoului
Calitatea aerului: 69 -   Excelent!,5/19/2025,20:11:58,Faleza Cazinoului
Calitatea aerului: 662 - Foarte rau!,2025-05-20,16:03:58,City Mall
Calitatea aerului: 577 - Foarte rau!,2025-05-20,16:04:31,City Mall
Calitatea aerului: 525 - Foarte rau!,2025-05-20,16:05:01,City Mall
Calitatea aerului: 278 - Moderat,2025-05-20,18:03:20,City Mall
Calitatea aerului: 278 - Moderat,2025-05-20,18:03:51,City Mall
Calitatea aerului: 307 - Rau,2025-05-20,18:04:21,City Mall
Calitatea aerului: 276 - Moderat,2025-05-20,18:04:51,City Mall
Calitatea aerului: 274 - Moderat,2025-05-20,18:05:22,City Mall
Calitatea aerului: 301 - Rau,2025-05-20,18:05:52,City Mall
Calitatea aerului: 272 - Moderat,2025-05-20,18:06:22,City Mall
Calitatea aerului: 283 - Moderat,2025-05-20,18:06:52,City Mall
Calitatea aerului: 282 - Moderat,2025-05-20,18:07:22,City Mall
Calitatea aerului: 277 - Moderat,2025-05-20,18:07:53,City Mall
Calitatea aerului: 283 - Moderat,2025-05-20,18:08:23,City Mall
Calitatea aerului: 29 -   Excelent,2025-05-20,18:29:39,Casa de Cultura
Calitatea aerului: 25 -   Excelent,2025-05-20,18:30:10,Casa de Cultura
Calitatea aerului: 25 -   Excelent,2025-05-20,18:30:40,Casa de Cultura
Calitatea aerului: 18 -   Excelent,2025-05-20,18:31:10,Casa de Cultura
Calitatea aerului: 45 -   Excelent,2025-05-20,18:31:40,Casa de Cultura
Calitatea aerului: 29 -   Excelent,2025-05-20,18:32:11,Casa de Cultura
Calitatea aerului: 44 -   Excelent,2025-05-20,18:32:41,Casa de Cultura
Calitatea aerului: 18 -   Excelent,2025-05-20,18:33:11,Casa de Cultura
Calitatea aerului: 25 -   Excelent,2025-05-20,18:33:42,Casa de Cultura
Calitatea aerului: 18 -   Excelent,2025-05-20,18:34:12,Casa de Cultura
Calitatea aerului: 77 -   Excelent,2025-05-20,18:50:57,Faleza Cazinoului
Calitatea aerului: 48 -   Excelent,2025-05-20,18:51:28,Faleza Cazinoului
Calitatea aerului: 50 -   Excelent,2025-05-20,18:51:58,Faleza Cazinoului
Calitatea aerului: 50 -   Excelent,2025-05-20,18:52:28,Faleza Cazinoului
Calitatea aerului: 77 -   Excelent,2025-05-20,18:52:58,Faleza Cazinoului
Calitatea aerului: 50 -   Excelent,2025-05-20,18:53:29,Faleza Cazinoului
Calitatea aerului: 59 -   Excelent,2025-05-20,18:53:59,Faleza Cazinoului
Calitatea aerului: 61 -   Excelent,2025-05-20,18:54:29,Faleza Cazinoului
Calitatea aerului: 48 -   Excelent,2025-05-20,18:54:59,Faleza Cazinoului
Calitatea aerului: 48 -   Excelent,2025-05-20,18:55:29,Faleza Cazinoului
Calitatea aerului: 58 -   Excelent,2025-05-20,18:56:00,Faleza Cazinoului
Calitatea aerului: 77 -   Excelent,2025-05-20,18:56:30,Faleza Cazinoului
Calitatea aerului: 53 -   Excelent,2025-05-20,18:57:00,Faleza Cazinoului
Calitatea aerului: 50 -   Excelent,2025-05-20,18:57:30,Faleza Cazinoului
Calitatea aerului: 73 -   Excelent,2025-05-20,18:58:00,Faleza Cazinoului
Calitatea aerului: 185 -   Bun,2025-05-20,19:13:28,Cet
Calitatea aerului: 182 -   Bun,2025-05-20,19:14:01,Cet
Calitatea aerului: 185 -   Bun,2025-05-20,19:14:32,Cet
Calitatea aerului: 178 -   Bun,2025-05-20,19:15:02,Cet
Calitatea aerului: 159 -   Bun,2025-05-20,19:15:32,Cet
Calitatea aerului: 176 -   Bun,2025-05-20,19:16:02,Cet
Calitatea aerului: 197 -   Bun,2025-05-20,19:16:32,Cet
Calitatea aerului: 196 -   Bun,2025-05-20,19:17:03,Cet
Calitatea aerului: 196 -   Bun,2025-05-20,19:17:33,Cet
Calitatea aerului: 190 -   Bun,2025-05-20,19:18:03,Cet
Calitatea aerului: 182 -   Bun,2025-05-20,19:18:33,Cet
Calitatea aerului: 22 -   Excelent,2025-05-20,19:45:11,Acasa
Calitatea aerului: 41 -   Excelent,2025-05-20,19:45:41,Acasa
Calitatea aerului: 22 -   Excelent,2025-05-20,19:46:12,Acasa
Calitatea aerului: 18 -   Excelent,2025-05-20,19:46:42,Acasa
Calitatea aerului: 26 -   Excelent,2025-05-20,19:47:12,Acasa
Calitatea aerului: 27 -   Excelent,2025-05-20,19:47:42,Acasa
Calitatea aerului: 45 -   Excelent,2025-05-20,19:48:12,Acasa
Calitatea aerului: 22 -   Excelent,2025-05-20,19:48:36,Acasa
Calitatea aerului: 21 -   Excelent,2025-05-20,19:48:47,Acasa
Calitatea aerului: 27 -   Excelent,2025-05-20,19:48:57,Acasa
Calitatea aerului: 36 -   Excelent,2025-05-20,19:49:07,Acasa
Calitatea aerului: 45 -   Excelent,2025-05-20,19:49:17,Acasa
Calitatea aerului: 22 -   Excelent,2025-05-20,19:49:28,Acasa
Calitatea aerului: 45 -   Excelent,2025-05-20,19:49:38,Acasa
Calitatea aerului: 37 -   Excelent,2025-05-20,19:49:48,Acasa
Calitatea aerului: 22 -   Excelent,2025-05-20,19:49:59,Acasa
Calitatea aerului: 22 -   Excelent,2025-05-20,19:50:09,Acasa
Calitatea aerului: 27 -   Excelent,2025-05-20,19:50:19,Acasa
Calitatea aerului: 45 -   Excelent,2025-05-20,19:50:29,Acasa
Calitatea aerului: 36 -   Excelent,2025-05-20,19:50:41,Acasa
Calitatea aerului: 45 -   Excelent,2025-05-20,19:50:51,Acasa
Calitatea aerului: 27 -   Excelent,2025-05-20,19:51:01,Acasa
Calitatea aerului: 18 -   Excelent,2025-05-20,19:51:12,Acasa
Calitatea aerului: 121 -   Bun,2025-05-20,19:52:16,Acasa
Calitatea aerului: 86 -   Excelent,2025-05-20,19:52:27,Acasa
Calitatea aerului: 86 -   Excelent,2025-05-20,19:52:37,Acasa
Calitatea aerului: 109 -   Bun,2025-05-20,19:52:47,Acasa
Calitatea aerului: 125 -   Bun,2025-05-20,19:52:57,Acasa
Calitatea aerului: 111 -   Bun,2025-05-20,19:53:07,Acasa
Calitatea aerului: 100 -   Bun,2025-05-20,19:53:17,Acasa
Calitatea aerului: 95 -   Excelent,2025-05-20,19:53:27,Acasa
Calitatea aerului: 100 -   Excelent,2025-05-20,19:53:38,Acasa
Calitatea aerului: 86 -   Excelent,2025-05-20,19:53:48,Acasa
Calitatea aerului: 95 -   Excelent,2025-05-20,19:53:58,Acasa
Calitatea aerului: 109 -   Bun,2025-05-20,19:54:08,Acasa
Calitatea aerului: 94 -   Excelent,2025-05-20,19:54:18,Acasa
Calitatea aerului: 121 -   Bun,2025-05-20,19:54:31,Acasa
Calitatea aerului: 225 -   Bun,2025-05-20,19:55:20,Acasa
Calitatea aerului: 228 -   Bun,2025-05-20,19:55:31,Acasa
Calitatea aerului: 225 -   Bun,2025-05-20,19:55:41,Acasa
Calitatea aerului: 250 -   Bun,2025-05-20,19:55:51,Acasa
Calitatea aerului: 225 -   Bun,2025-05-20,19:56:01,Acasa
Calitatea aerului: 229 -   Bun,2025-05-20,19:56:12,Acasa
Calitatea aerului: 229 -   Bun,2025-05-20,19:56:22,Acasa
Calitatea aerului: 228 -   Bun,2025-05-20,19:56:32,Acasa
Calitatea aerului: 221 -   Bun,2025-05-20,19:56:42,Acasa
Calitatea aerului: 154 -   Bun,2025-05-20,19:57:00,Acasa
Calitatea aerului: 144 -   Bun,2025-05-20,19:57:06,Acasa
Calitatea aerului: 152 -   Bun,2025-05-20,19:57:11,Acasa
Calitatea aerului: 132 -   Bun,2025-05-20,19:57:17,Acasa
Calitatea aerului: 146 -   Bun,2025-05-20,19:57:22,Acasa
Calitatea aerului: 127 -   Bun,2025-05-20,19:57:28,Acasa
Calitatea aerului: 139 -   Bun,2025-05-20,19:57:33,Acasa
Calitatea aerului: 132 -   Bun,2025-05-20,19:57:38,Acasa
Calitatea aerului: 184 -   Bun,2025-05-20,20:07:33,Acasa
Calitatea aerului: 180 -   Bun,2025-05-20,20:07:38,Acasa
Calitatea aerului: 180 -   Bun,2025-05-20,20:07:44,Acasa
Calitatea aerului: 180 -   Bun,2025-05-20,20:07:49,Acasa
Calitatea aerului: 176 -   Bun,2025-05-20,20:07:54,Acasa
Calitatea aerului: 176 -   Bun,2025-05-20,20:07:59,Acasa
Calitatea aerului: 188 -   Bun,2025-05-20,20:08:04,Acasa
Calitatea aerului: 176 -   Bun,2025-05-20,20:08:09,Acasa
Calitatea aerului: 205 -   Bun,2025-05-20,20:08:14,Acasa
Calitatea aerului: 185 -   Bun,2025-05-20,20:08:21,Acasa
Calitatea aerului: 181 -   Bun,2025-05-20,20:08:26,Acasa
Calitatea aerului: 166 -   Bun,2025-05-20,20:08:31,Acasa
Calitatea aerului: 176 -   Bun,2025-05-20,20:08:36,Acasa
Calitatea aerului: 178 -   Bun,2025-05-20,20:08:41,Acasa
Calitatea aerului: 189 -   Bun,2025-05-20,20:08:46,Acasa
Calitatea aerului: 193 -   Bun,2025-05-20,20:08:52,Acasa
Calitatea aerului: 197 -   Bun,2025-05-20,20:08:57,Acasa
Calitatea aerului: 166 -   Bun,2025-05-20,20:09:02,Acasa
Calitatea aerului: 176 -   Bun,2025-05-20,20:09:07,Acasa
Calitatea aerului: 193 -   Bun,2025-05-20,20:09:12,Acasa
Calitatea aerului: 193 -   Bun,2025-05-20,20:09:17,Acasa
Calitatea aerului: 166 -   Bun,2025-05-20,20:09:22,Acasa
Calitatea aerului: 180 -   Bun,2025-05-20,20:09:28,Acasa
Calitatea aerului: 180 -   Bun,2025-05-20,20:09:33,Acasa
Calitatea aerului: 166 -   Bun,2025-05-20,20:09:38,Acasa
Calitatea aerului: 176 -   Bun,2025-05-20,20:09:43,Acasa
Calitatea aerului: 176 -   Bun,2025-05-20,20:09:48,Acasa
Calitatea aerului: 176 -   Bun,2025-05-20,20:09:53,Acasa
Calitatea aerului: 166 -   Bun,2025-05-20,20:09:58,Acasa
Calitatea aerului: 193 -   Bun,2025-05-20,20:10:04,Acasa
Calitatea aerului: 204 -   Bun,2025-05-20,20:10:09,Acasa
Calitatea aerului: 189 -   Bun,2025-05-20,20:10:14,Acasa
Calitatea aerului: 193 -   Bun,2025-05-20,20:10:19,Acasa
Calitatea aerului: 174 -   Bun,2025-05-20,20:10:24,Acasa
Calitatea aerului: 189 -   Bun,2025-05-20,20:10:29,Acasa
Calitatea aerului: 166 -   Bun,2025-05-20,20:10:34,Acasa
Calitatea aerului: 184 -   Bun,2025-05-20,20:10:39,Acasa
Calitatea aerului: 196 -   Bun,2025-05-20,20:10:45,Acasa
Calitatea aerului: 180 -   Bun,2025-05-20,20:10:50,Acasa
Calitatea aerului: 166 -   Bun,2025-05-20,20:10:55,Acasa
Calitatea aerului: 166 -   Bun,2025-05-20,20:11:01,Acasa
Calitatea aerului: 193 -   Bun,2025-05-20,20:11:06,Acasa
Calitatea aerului: 181 -   Bun,2025-05-20,20:11:11,Acasa
Calitatea aerului: 193 -   Bun,2025-05-20,20:11:16,Acasa
Calitatea aerului: 184 -   Bun,2025-05-20,20:11:21,Acasa
Calitatea aerului: 200 -   Bun,2025-05-20,20:11:26,Acasa
Calitatea aerului: 166 -   Bun,2025-05-20,20:11:31,Acasa
Calitatea aerului: 185 -   Bun,2025-05-20,20:11:37,Acasa
Calitatea aerului: 193 -   Bun,2025-05-20,20:11:42,Acasa
Calitatea aerului: 185 -   Bun,2025-05-20,20:11:47,Acasa
Calitatea aerului: 86 -   Excelent,2025-05-20,20:11:55,Acasa
Calitatea aerului: 100 -   Excelent,2025-05-20,20:12:01,Acasa
Calitatea aerului: 107 -   Bun,2025-05-20,20:12:06,Acasa
Calitatea aerului: 100 -   Bun,2025-05-20,20:12:11,Acasa
Calitatea aerului: 108 -   Bun,2025-05-20,20:12:17,Acasa
Calitatea aerului: 121 -   Bun,2025-05-20,20:12:22,Acasa
Calitatea aerului: 121 -   Bun,2025-05-20,20:12:27,Acasa
Calitatea aerului: 94 -   Excelent,2025-05-20,20:12:32,Acasa
Calitatea aerului: 121 -   Bun,2025-05-20,20:12:37,Acasa
Calitatea aerului: 94 -   Excelent,2025-05-20,20:12:42,Acasa
Calitatea aerului: 86 -   Excelent,2025-05-20,20:12:47,Acasa
Calitatea aerului: 86 -   Excelent,2025-05-20,20:12:53,Acasa
Calitatea aerului: 86 -   Excelent,2025-05-20,20:12:58,Acasa
Calitatea aerului: 98 -   Excelent,2025-05-20,20:13:03,Acasa
Calitatea aerului: 111 -   Bun,2025-05-20,20:13:08,Acasa
Calitatea aerului: 101 -   Bun,2025-05-20,20:13:14,Acasa
Calitatea aerului: 86 -   Excelent,2025-05-20,20:13:19,Acasa
Calitatea aerului: 121 -   Bun,2025-05-20,20:13:24,Acasa
Calitatea aerului: 121 -   Bun,2025-05-20,20:13:29,Acasa
Calitatea aerului: 94 -   Excelent,2025-05-20,20:13:36,Acasa
Calitatea aerului: 111 -   Bun,2025-05-20,20:13:41,Acasa
Calitatea aerului: 107 -   Bun,2025-05-20,20:13:47,Acasa
Calitatea aerului: 120 -   Bun,2025-05-20,20:13:52,Acasa
Calitatea aerului: 94 -   Excelent,2025-05-20,20:13:57,Acasa
Calitatea aerului: 121 -   Bun,2025-05-20,20:14:02,Acasa
Calitatea aerului: 95 -   Excelent,2025-05-20,20:14:07,Acasa
Calitatea aerului: 94 -   Excelent,2025-05-20,20:14:12,Acasa
Calitatea aerului: 121 -   Bun,2025-05-20,20:14:18,Acasa
Calitatea aerului: 106 -   Bun,2025-05-20,20:14:23,Acasa
Calitatea aerului: 121 -   Bun,2025-05-20,20:14:28,Acasa
